"#chr" "region_id" "TSS" "start" "end" "contexts" "original_data"
"chr19" "ENSG00000268434" 45785973 44680000 47960000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000268434.univariate_twas_weights.rds"
"chr19" "ENSG00000268465" 48465837 47280000 54480000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000268465.univariate_twas_weights.rds"
"chr19" "ENSG00000268500" 51646889 47280000 54480000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000268500.univariate_twas_weights.rds"
"chr19" "ENSG00000268533" 57394183 55680000 58617616 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000268533.univariate_twas_weights.rds"
"chr19" "ENSG00000268614" 7533595 5680000 10960000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000268614.univariate_twas_weights.rds"
"chr19" "ENSG00000268643" 42255132 35640000 45640000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000268643.univariate_twas_weights.rds"
"chr19" "ENSG00000268696" 22832291 17040000 27240000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000268696.univariate_twas_weights.rds"
"chr19" "ENSG00000268750" 57819719 55680000 58617616 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000268750.univariate_twas_weights.rds"
"chr19" "ENSG00000268790" 16660115 13840000 18440000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000268790.univariate_twas_weights.rds"
"chr19" "ENSG00000268797" 40801297 35640000 43520000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000268797.univariate_twas_weights.rds"
"chr19" "ENSG00000268870" 12441082 9840000 13441082 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000268870.univariate_twas_weights.rds"
"chr19" "ENSG00000268975" 40771648 35640000 43520000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000268975.univariate_twas_weights.rds"
"chr19" "ENSG00000269026" 57682045 55680000 58617616 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000269026.univariate_twas_weights.rds"
"chr3" "ENSG00000269028" 96618236 91560000 97760000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000269028.univariate_twas_weights.rds"
"chr19" "ENSG00000269035" 17460804 13840000 27240000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000269035.univariate_twas_weights.rds"
"chr19" "ENSG00000269067" 23003176 17040000 27240000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000269067.univariate_twas_weights.rds"
"chr19" "ENSG00000269095" 17255448 13840000 27240000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000269095.univariate_twas_weights.rds"
"chr1" "ENSG00000269113" 47997385 46360000 50360000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000269113.univariate_twas_weights.rds"
"chr19" "ENSG00000269179" 49958391 47280000 54480000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000269179.univariate_twas_weights.rds"
"chr19" "ENSG00000269190" 38975742 35640000 43520000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000269190.univariate_twas_weights.rds"
"chr19" "ENSG00000269237" 21405159 17040000 27240000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000269237.univariate_twas_weights.rds"
"chr19" "ENSG00000269242" 12648397 9840000 13648397 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000269242.univariate_twas_weights.rds"
"chr19" "ENSG00000269307" 17267418 13840000 27240000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000269307.univariate_twas_weights.rds"
"chr19" "ENSG00000269343" 57819721 55680000 58617616 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000269343.univariate_twas_weights.rds"
"chr19" "ENSG00000269403" 51368099 47280000 54480000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000269403.univariate_twas_weights.rds"
"chr19" "ENSG00000269404" 50418938 47280000 54480000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000269404.univariate_twas_weights.rds"
"chr19" "ENSG00000269469" 49462752 47280000 54480000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000269469.univariate_twas_weights.rds"
"chr19" "ENSG00000269476" 57916591 55680000 58617616 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000269476.univariate_twas_weights.rds"
"chr19" "ENSG00000269533" 57389884 55680000 58617616 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000269533.univariate_twas_weights.rds"
"chr19" "ENSG00000269547" 38949855 35640000 43520000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000269547.univariate_twas_weights.rds"
"chr19" "ENSG00000269590" 12669397 9840000 13669397 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000269590.univariate_twas_weights.rds"
"chr19" "ENSG00000269693" 12580975 9840000 13580975 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000269693.univariate_twas_weights.rds"
"chr19" "ENSG00000269699" 56840729 55680000 58617616 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000269699.univariate_twas_weights.rds"
"chr19" "ENSG00000269711" 7678501 5680000 10960000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000269711.univariate_twas_weights.rds"
"chr1" "ENSG00000269713" 149103561 146040000 151400000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000269713.univariate_twas_weights.rds"
"chr19" "ENSG00000269720" 17394158 13840000 27240000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000269720.univariate_twas_weights.rds"
"chr19" "ENSG00000269755" 12484816 9840000 13484816 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000269755.univariate_twas_weights.rds"
"chr19" "ENSG00000269825" 52690533 47280000 54480000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000269825.univariate_twas_weights.rds"
"chr19" "ENSG00000269858" 40798996 35640000 43520000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000269858.univariate_twas_weights.rds"
"chr10" "ENSG00000269891" 97292637 94520000 98292637 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000269891.univariate_twas_weights.rds"
"chr10" "ENSG00000269897" 22316388 20840000 23329542 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000269897.univariate_twas_weights.rds"
"chr7" "ENSG00000269955" 139341360 138341359 140680000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000269955.univariate_twas_weights.rds"
"chr6" "ENSG00000269964" 77650274 75560000 78927028 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000269964.univariate_twas_weights.rds"
"chr19" "ENSG00000270011" 9324174 5680000 10960000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000270011.univariate_twas_weights.rds"
"chr10" "ENSG00000270099" 95860548 94520000 97760000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000270099.univariate_twas_weights.rds"
"chr1" "ENSG00000270106" 231528653 228520000 233320000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000270106.univariate_twas_weights.rds"
"chr1" "ENSG00000270136" 19597067 18597066 20656927 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000270136.univariate_twas_weights.rds"
"chr1" "ENSG00000270149" 161038962 156640000 162038962 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000270149.univariate_twas_weights.rds"
"chr3" "ENSG00000270170" 196942674 195600000 198295559 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000270170.univariate_twas_weights.rds"
"chr13" "ENSG00000270181" 102799110 101120000 103875994 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000270181.univariate_twas_weights.rds"
"chr7" "ENSG00000270249" 102592444 98840000 104960000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000270249.univariate_twas_weights.rds"
"chr20" "ENSG00000270299" 675800 0 4200000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000270299.univariate_twas_weights.rds"
"chr10" "ENSG00000270316" 102854272 101854271 103901899 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000270316.univariate_twas_weights.rds"
"chr1" "ENSG00000270339" 146344790 121600000 149760000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000270339.univariate_twas_weights.rds"
"chr7" "ENSG00000270617" 43906589 42866558 44906589 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000270617.univariate_twas_weights.rds"
"chr1" "ENSG00000270629" 148679742 146040000 151400000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000270629.univariate_twas_weights.rds"
"chr17" "ENSG00000270647" 35809481 31960000 36864615 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000270647.univariate_twas_weights.rds"
"chr7" "ENSG00000270672" 142666272 140400000 144360000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000270672.univariate_twas_weights.rds"
"chr2" "ENSG00000270757" 197500413 196500412 198550726 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000270757.univariate_twas_weights.rds"
"chr17" "ENSG00000270765" 35753239 31960000 36753239 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000270765.univariate_twas_weights.rds"
"chr6" "ENSG00000270800" 34426071 33280000 35520000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000270800.univariate_twas_weights.rds"
"chr17" "ENSG00000270806" 35760887 31960000 36765079 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000270806.univariate_twas_weights.rds"
"chr1" "ENSG00000270882" 149832659 148440000 151400000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000270882.univariate_twas_weights.rds"
"chr17" "ENSG00000270885" 35731639 31960000 36743521 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000270885.univariate_twas_weights.rds"
"chr1" "ENSG00000271092" 95117923 94117922 98720000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000271092.univariate_twas_weights.rds"
"chr20" "ENSG00000271303" 653200 0 4200000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000271303.univariate_twas_weights.rds"
"chr7" "ENSG00000271321" 143757696 140400000 146160000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000271321.univariate_twas_weights.rds"
"chr1" "ENSG00000271383" 149475338 146040000 151400000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000271383.univariate_twas_weights.rds"
"chr1" "ENSG00000271425" 146229000 121600000 149760000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000271425.univariate_twas_weights.rds"
"chr17" "ENSG00000271447" 35795707 31960000 36795707 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000271447.univariate_twas_weights.rds"
"chr17" "ENSG00000271503" 35880793 31960000 36880793 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000271503.univariate_twas_weights.rds"
"chr1" "ENSG00000271601" 145958017 121600000 146958017 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000271601.univariate_twas_weights.rds"
"chr17" "ENSG00000271605" 64449037 63449036 65468643 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000271605.univariate_twas_weights.rds"
"chr8" "ENSG00000271698" 144355609 141360000 145138636 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000271698.univariate_twas_weights.rds"
"chr1" "ENSG00000271723" 54641786 53240000 55742308 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000271723.univariate_twas_weights.rds"
"chr1" "ENSG00000271741" 35031741 32080000 36440000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000271741.univariate_twas_weights.rds"
"chr6" "ENSG00000271793" 85615234 83560000 87040000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000271793.univariate_twas_weights.rds"
"chr1" "ENSG00000271810" 112711433 108200000 114000000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000271810.univariate_twas_weights.rds"
"chr5" "ENSG00000271824" 136193162 134640000 137760000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000271824.univariate_twas_weights.rds"
"chr1" "ENSG00000271949" 89633140 88633139 90933250 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000271949.univariate_twas_weights.rds"
"chr1" "ENSG00000272031" 145964575 121600000 146964575 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000272031.univariate_twas_weights.rds"
"chr6" "ENSG00000272047" 158168350 157168349 159199344 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000272047.univariate_twas_weights.rds"
"chr3" "ENSG00000272104" 50350892 49350891 51920000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000272104.univariate_twas_weights.rds"
"chr6" "ENSG00000272162" 10747794 8080000 12920000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000272162.univariate_twas_weights.rds"
"chr1" "ENSG00000272196" 149851061 148440000 151400000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000272196.univariate_twas_weights.rds"
"chr4" "ENSG00000272297" 186555328 185426546 190214555 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000272297.univariate_twas_weights.rds"
"chr3" "ENSG00000272305" 53099453 51920000 56680000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000272305.univariate_twas_weights.rds"
"chr6" "ENSG00000272325" 34392669 33279679 35520000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000272325.univariate_twas_weights.rds"
"chr19" "ENSG00000272333" 35717973 32720000 43520000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000272333.univariate_twas_weights.rds"
"chr7" "ENSG00000272391" 75486299 72840000 80080000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000272391.univariate_twas_weights.rds"
"chr6" "ENSG00000272398" 106975627 104720000 107975627 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000272398.univariate_twas_weights.rds"
"chr3" "ENSG00000272410" 10249372 9249371 12960000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000272410.univariate_twas_weights.rds"
"chr4" "ENSG00000272414" 76251721 75251720 77880000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000272414.univariate_twas_weights.rds"
"chr6" "ENSG00000272442" 44273194 43273193 46040000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000272442.univariate_twas_weights.rds"
"chr6" "ENSG00000272514" 87407972 86407971 89840000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000272514.univariate_twas_weights.rds"
"chr3" "ENSG00000272573" 52835019 51833114 56680000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000272573.univariate_twas_weights.rds"
"chr4" "ENSG00000272602" 53286 0 4120000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000272602.univariate_twas_weights.rds"
"chr16" "ENSG00000272617" 69334871 66880000 71160000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000272617.univariate_twas_weights.rds"
"chr17" "ENSG00000272636" 181650 0 2840000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000272636.univariate_twas_weights.rds"
"chr7" "ENSG00000272647" 99558695 98558694 102680000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000272647.univariate_twas_weights.rds"
"chr5" "ENSG00000272674" 141182387 140182386 142186226 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000272674.univariate_twas_weights.rds"
"chr3" "ENSG00000272741" 196318222 195248230 198295559 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000272741.univariate_twas_weights.rds"
"chr5" "ENSG00000272772" 134226071 132080000 135226071 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000272772.univariate_twas_weights.rds"
"chr12" "ENSG00000272822" 48957365 45120000 52120000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000272822.univariate_twas_weights.rds"
"chr3" "ENSG00000272886" 53347586 51920000 56680000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000272886.univariate_twas_weights.rds"
"chr9" "ENSG00000272896" 136791379 134040000 138394717 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000272896.univariate_twas_weights.rds"
"chr20" "ENSG00000272897" 35674544 34632340 37080000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000272897.univariate_twas_weights.rds"
"chr7" "ENSG00000272899" 128866330 127866329 130880000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000272899.univariate_twas_weights.rds"
"chr10" "ENSG00000272916" 73811651 72360000 75280000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000272916.univariate_twas_weights.rds"
"chr12" "ENSG00000272921" 4604944 2640000 7200000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000272921.univariate_twas_weights.rds"
"chr7" "ENSG00000272968" 4983718 0 6073221 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000272968.univariate_twas_weights.rds"
"chr11" "ENSG00000273003" 65014182 64014181 66040570 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000273003.univariate_twas_weights.rds"
"chr15" "ENSG00000273025" 72319946 68880000 74360000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000273025.univariate_twas_weights.rds"
"chr2" "ENSG00000273045" 99141707 97040000 100600000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000273045.univariate_twas_weights.rds"
